,v_a,eta,error
0,0.9998049572833014,0.0,
1,0.9726732381303222,0.2631578947368421,0.002016486600801727
2,0.9465962046886102,0.5263157894736842,0.0031835744542585455
3,0.9045669718562411,0.7894736842105263,0.01075313296822615
4,0.8368086558264022,1.0526315789473684,0.006825884772823936
5,0.7876718938123568,1.3157894736842104,0.011058184185814038
6,0.6470493775844451,1.5789473684210527,0.013582158811584913
7,0.5326647057322694,1.8421052631578947,0.017065936495081625
8,0.5018264130180654,2.1052631578947367,0.015365413815620371
9,0.40160986557169387,2.3684210526315788,0.015237042676293033
10,0.37048517715531054,2.631578947368421,0.014736096943478143
11,0.32628573380484793,2.894736842105263,0.013011383349618506
12,0.25457924237378676,3.1578947368421053,0.01230825335183922
13,0.23338672853197845,3.4210526315789473,0.010370590364181777
14,0.1922885371410333,3.6842105263157894,0.010084446407502905
15,0.17803760040609412,3.9473684210526314,0.00948478598366637
16,0.1632905060950205,4.2105263157894735,0.008056961606787899
17,0.15992116176928667,4.473684210526316,0.00824255679542657
18,0.15043754593232161,4.7368421052631575,0.0069847249946425344
19,0.14587162556615574,5.0,0.007931619944479159
