,v_a,eta,error
0,0.9976345145393309,0.0,
1,0.975425066744166,0.2631578947368421,0.001312693303926872
2,0.9319490071183824,0.5263157894736842,0.002466759064300667
3,0.8112992366205557,0.7894736842105263,0.006685425685176148
4,0.6856448233773196,1.0526315789473684,0.009394026997108328
5,0.6261410894781443,1.3157894736842104,0.013816993447659045
6,0.5609663283403994,1.5789473684210527,0.011793021755895172
7,0.46223310962208675,1.8421052631578947,0.011145066770643728
8,0.40670614055073173,2.1052631578947367,0.012303574404539209
9,0.31335725824998545,2.3684210526315788,0.01111475621256714
10,0.25004528587896063,2.631578947368421,0.00870315790372935
11,0.20718861824554033,2.894736842105263,0.008351623292522673
12,0.16653630416228613,3.1578947368421053,0.006483440743024862
13,0.1434171445737227,3.4210526315789473,0.005857784809542557
14,0.1253516386097702,3.6842105263157894,0.005325954258576082
15,0.1128613276370643,3.9473684210526314,0.0044919711368621015
16,0.10607961420737312,4.2105263157894735,0.004735571827018947
17,0.09994983722575684,4.473684210526316,0.0042529466406183766
18,0.09640872331016462,4.7368421052631575,0.004138277517844938
19,0.09274816664169279,5.0,0.004132273781728938
