x, y
4.913793103448275, 0.015452538631346635
4.808429118773946, 0.015452538631346635
4.7126436781609184, 0.0198675496688741
4.616858237547892, 0.0198675496688741
4.50191570881226, 0.0198675496688741
4.406130268199234, 0.02428256070640182
4.3103448275862055, 0.028697571743929413
4.204980842911877, 0.028697571743929413
4.099616858237548, 0.028697571743929413
3.9176245210727965, 0.026490066225165677
3.8122605363984667, 0.033112582781457005
3.71647509578544, 0.033112582781457005
3.601532567049808, 0.03752759381898447
3.5057471264367814, 0.04635761589403978
3.400383141762452, 0.05518763796909484
3.295019157088122, 0.07284768211920521
3.2088122605363982, 0.0860927152317881
3.1130268199233715, 0.11258278145695366
2.998084291187739, 0.14128035320088295
2.911877394636015, 0.1920529801324503
2.7969348659003828, 0.2339955849889625
2.6915708812260535, 0.3024282560706402
2.4904214559386975, 0.46578366445916114
2.404214559386973, 0.5077262693156732
2.2796934865900385, 0.5496688741721854
2.203065134099617, 0.5938189845474613
1.982758620689655, 0.65121412803532
1.8007662835249043, 0.7108167770419426
1.6858237547892718, 0.7373068432671082
1.5708812260536398, 0.7593818984547461
1.4846743295019158, 0.7947019867549668
1.3984674329501912, 0.8101545253863135
1.2739463601532566, 0.8498896247240617
1.1877394636015324, 0.8653421633554083
1.0919540229885059, 0.8852097130242825
0.8908045977011495, 0.9293598233995585
0.6896551724137931, 0.9514348785871964
0.5747126436781609, 0.9690949227373068
0.44061302681992354, 0.9867549668874172
0.29693486590038326, 0.9977924944812361
0.15325670498084296, 1.0044150110375274
