,v_a,eta,error
0,0.999999999049719,0.0,
1,0.9979219603736504,0.20689655172413793,3.1966856143397264e-05
2,0.9917491334208307,0.41379310344827586,0.00011892584746557992
3,0.9813147309230061,0.6206896551724138,0.00027993257964486335
4,0.9674859521152852,0.8275862068965517,0.000390737981802908
5,0.9490099726155112,1.0344827586206897,0.0006638978904710488
6,0.9274291244686209,1.2413793103448276,0.0009112248186118031
7,0.9023932581715014,1.4482758620689655,0.0013422010358718835
8,0.8713751642634806,1.6551724137931034,0.0015979469657950596
9,0.8397584421893735,1.8620689655172413,0.00216318896508775
10,0.8056552954137167,2.0689655172413794,0.0032083222508296526
11,0.7645752682922263,2.2758620689655173,0.002758444548034918
12,0.7288317235394761,2.4827586206896552,0.0033989934335952
13,0.681595971652494,2.689655172413793,0.0036473223621601935
14,0.6411154923988986,2.896551724137931,0.004290136338134352
15,0.5881607900657361,3.103448275862069,0.005380427297609894
16,0.539311281776058,3.310344827586207,0.006008960722726419
17,0.4809164018270238,3.5172413793103448,0.006848888960411879
18,0.421059749802163,3.7241379310344827,0.008247021237679885
19,0.36419901406479405,3.9310344827586206,0.008897698178004516
20,0.3011594486128862,4.137931034482759,0.009591374833521247
21,0.23357528681775225,4.344827586206897,0.009305934214911164
22,0.19116247859102525,4.551724137931035,0.007816252961655194
23,0.15434500973031876,4.758620689655173,0.007130049832998417
24,0.12813561381928185,4.9655172413793105,0.006566883465264213
25,0.11315698638504804,5.172413793103448,0.005277541313877871
26,0.10317327880911961,5.379310344827586,0.005733378932026916
27,0.09440925352670503,5.586206896551724,0.0052215635177993635
28,0.09098717480268606,5.793103448275862,0.005034605980052559
29,0.09240328036618803,6.0,0.00497483338750483
