x, y
0.18264840182648376, 0.12462311557788947
6.39269406392694, 0.71356783919598
0.388127853881278, 0.13266331658291458
0.6164383561643827, 0.14874371859296484
0.7762557077625567, 0.1648241206030151
1.0045662100456607, 0.18492462311557792
1.2557077625570772, 0.20502512562814074
1.1872146118721445, 0.20502512562814074
1.3698630136986296, 0.27537688442211056
1.5525114155251134, 0.30954773869346736
1.8036529680365285, 0.38793969849246235
1.9863013698630123, 0.42010050251256287
2.1917808219178077, 0.4442211055276382
2.5799086757990857, 0.4683417085427136
2.78538812785388, 0.5005025125628141
3.173515981735158, 0.5326633165829147
4.771689497716894, 0.6412060301507538
7.968036529680363, 0.7336683417085428
9.589041095890408, 0.7417085427135679
